Entity,Code,Day,p_proj_all_ages
Croatia,HRV,2020-10-25,21.38
Croatia,HRV,2020-11-01,22.76
Croatia,HRV,2020-11-08,34.83
Croatia,HRV,2020-11-15,41.79
Croatia,HRV,2020-11-22,59.23
Croatia,HRV,2020-11-29,55.6
Croatia,HRV,2020-12-06,72.94
Croatia,HRV,2020-12-13,71.86
Croatia,HRV,2020-12-20,73.79
Croatia,HRV,2020-12-27,55.03
Croatia,HRV,2021-01-03,40.64
Croatia,HRV,2021-01-10,13.76
Croatia,HRV,2021-01-17,10.38
Croatia,HRV,2021-01-24,6.69
Croatia,HRV,2021-01-31,3.16
Croatia,HRV,2021-02-07,3.18
Croatia,HRV,2021-02-14,2.55
Croatia,HRV,2021-02-21,0.89
Croatia,HRV,2021-02-28,0.74
Croatia,HRV,2021-03-07,-5.06
Croatia,HRV,2021-03-14,-1.83
Croatia,HRV,2021-03-21,-4.03
Croatia,HRV,2021-03-28,10.24
Croatia,HRV,2021-04-04,21.94
Croatia,HRV,2021-04-11,25.99
Croatia,HRV,2021-04-18,33.2
Croatia,HRV,2021-04-25,41.01
Croatia,HRV,2021-05-02,36.1
Croatia,HRV,2021-05-09,32.98
Croatia,HRV,2021-05-16,36.4
Croatia,HRV,2021-05-23,21.13
Croatia,HRV,2021-05-30,14.16
Croatia,HRV,2021-06-06,26.87
Croatia,HRV,2021-06-13,15.14
Croatia,HRV,2021-06-20,12.85
Croatia,HRV,2021-06-27,24.9
Croatia,HRV,2021-07-04,11.02
Croatia,HRV,2021-07-11,8.5
Croatia,HRV,2021-07-18,7.57
Croatia,HRV,2021-07-25,-1.95
Croatia,HRV,2021-08-01,11.46
Croatia,HRV,2021-08-08,2.54
Croatia,HRV,2021-08-15,14.36
Croatia,HRV,2021-08-22,9.56
Croatia,HRV,2021-08-29,9.92
Croatia,HRV,2021-09-05,17.6
Croatia,HRV,2021-09-12,27.23
Croatia,HRV,2021-09-19,27.54
Croatia,HRV,2021-09-26,19.69
Croatia,HRV,2021-10-03,20.62
Croatia,HRV,2021-10-10,17.78
Croatia,HRV,2021-10-17,19.49
Croatia,HRV,2021-10-24,32.72
Croatia,HRV,2021-10-31,42.64
Croatia,HRV,2021-11-07,50.21
Croatia,HRV,2021-11-14,62.01
Croatia,HRV,2021-11-21,64.03
Croatia,HRV,2021-11-28,84.89
Croatia,HRV,2021-12-05,72.81
Croatia,HRV,2021-12-12,59.43
Croatia,HRV,2021-12-19,50.93
Croatia,HRV,2021-12-26,45.87
Croatia,HRV,2022-01-02,37.19
Croatia,HRV,2022-01-09,19.99
Croatia,HRV,2022-01-16,14.78
Croatia,HRV,2022-01-23,19.05
Croatia,HRV,2022-01-30,29.46
Croatia,HRV,2022-02-06,38.21
Croatia,HRV,2022-02-13,25.33
Croatia,HRV,2022-02-20,28.08
Croatia,HRV,2022-02-27,12.79
Croatia,HRV,2022-03-06,11.65
Croatia,HRV,2022-03-13,2.56
Croatia,HRV,2022-03-20,9.39
Croatia,HRV,2022-03-27,2.06
Croatia,HRV,2022-04-03,-0.84
Cuba,CUB,2020-01-31,-0.39
Cuba,CUB,2020-02-29,0.24
Cuba,CUB,2020-03-31,8.14
Cuba,CUB,2020-04-30,6.15
Cuba,CUB,2020-05-31,-5.15
Cuba,CUB,2020-06-30,-5.04
Cuba,CUB,2020-07-31,-5.95
Cuba,CUB,2020-08-31,-1.06
Cuba,CUB,2020-09-30,-6.75
Cuba,CUB,2020-10-31,-2.14
Cuba,CUB,2020-11-30,2.06
Cuba,CUB,2020-12-31,14.83
Cyprus,CYP,2020-01-05,31.48
Cyprus,CYP,2020-01-12,3.43
Cyprus,CYP,2020-01-19,10.96
Cyprus,CYP,2020-01-26,2.04
Cyprus,CYP,2020-02-02,7.26
Cyprus,CYP,2020-02-09,-10.2
Cyprus,CYP,2020-02-16,-22.28
Cyprus,CYP,2020-02-23,4.76
Cyprus,CYP,2020-03-01,-0.63
Cyprus,CYP,2020-03-08,-9.99
Cyprus,CYP,2020-03-15,-0.39
Cyprus,CYP,2020-03-22,6.28
Cyprus,CYP,2020-03-29,15.87
Cyprus,CYP,2020-04-05,5.64
Cyprus,CYP,2020-04-12,-9.01
Cyprus,CYP,2020-04-19,-0.25
Cyprus,CYP,2020-04-26,-8.8
Cyprus,CYP,2020-05-03,-3.54
Cyprus,CYP,2020-05-10,-1.01
Cyprus,CYP,2020-05-17,32.17
Cyprus,CYP,2020-05-24,59.47
Cyprus,CYP,2020-05-31,-3.44
Cyprus,CYP,2020-06-07,20.64
Cyprus,CYP,2020-06-14,-7.96
Cyprus,CYP,2020-06-21,-11.01
Cyprus,CYP,2020-06-28,-2.33
Cyprus,CYP,2020-07-05,4.82
Cyprus,CYP,2020-07-12,-9.24
Cyprus,CYP,2020-07-19,0.1
Cyprus,CYP,2020-07-26,8.06
Cyprus,CYP,2020-08-02,3.76
Cyprus,CYP,2020-08-09,-22.19
Cyprus,CYP,2020-08-16,1.94
Cyprus,CYP,2020-08-23,1.22
Cyprus,CYP,2020-08-30,-3.8
Cyprus,CYP,2020-09-06,-10.77
Cyprus,CYP,2020-09-13,10.51
Cyprus,CYP,2020-09-20,-2.06
Cyprus,CYP,2020-09-27,-3.75
Cyprus,CYP,2020-10-04,5.87
Cyprus,CYP,2020-10-11,0.09
Cyprus,CYP,2020-10-18,2.56
Cyprus,CYP,2020-10-25,6.28
Cyprus,CYP,2020-11-01,-4
Cyprus,CYP,2020-11-08,4.42
Cyprus,CYP,2020-11-15,2.56
Cyprus,CYP,2020-11-22,-5.2
Cyprus,CYP,2020-11-29,4.15
Cyprus,CYP,2020-12-06,6.47
Cyprus,CYP,2020-12-13,18.43
Cyprus,CYP,2020-12-20,0.8
Cyprus,CYP,2020-12-27,-2.87
Cyprus,CYP,2021-01-03,-2.1
Cyprus,CYP,2021-01-10,18.79
Cyprus,CYP,2021-01-17,-17.16
Cyprus,CYP,2021-01-24,-3.65
Cyprus,CYP,2021-01-31,3.31
Cyprus,CYP,2021-02-07,-1.87
Cyprus,CYP,2021-02-14,-27.58
Cyprus,CYP,2021-02-21,-6.23
Cyprus,CYP,2021-02-28,-9.75
Cyprus,CYP,2021-03-07,-14.52
Cyprus,CYP,2021-03-14,-9.09
Cyprus,CYP,2021-03-21,2.66
Cyprus,CYP,2021-03-28,-2.98
Cyprus,CYP,2021-04-04,13.13
Cyprus,CYP,2021-04-11,17.28
Cyprus,CYP,2021-04-18,34.22
Cyprus,CYP,2021-04-25,19.38
Cyprus,CYP,2021-05-02,12.79
Cyprus,CYP,2021-05-09,22.47
Cyprus,CYP,2021-05-16,0.81
Cyprus,CYP,2021-05-23,-12.3
Cyprus,CYP,2021-05-30,2.16
Cyprus,CYP,2021-06-06,3.92
Cyprus,CYP,2021-06-13,8.5
Cyprus,CYP,2021-06-20,5.37
Cyprus,CYP,2021-06-27,-5.63
Cyprus,CYP,2021-07-04,22.37
Cyprus,CYP,2021-07-11,18.63
Cyprus,CYP,2021-07-18,11.38
Cyprus,CYP,2021-07-25,32.83
Cyprus,CYP,2021-08-01,40.47
Cyprus,CYP,2021-08-08,53.29
Cyprus,CYP,2021-08-15,41.62
Cyprus,CYP,2021-08-22,29.87
Cyprus,CYP,2021-08-29,37.07
Cyprus,CYP,2021-09-05,18.82
Cyprus,CYP,2021-09-12,22.74
Cyprus,CYP,2021-09-19,14.74
Cyprus,CYP,2021-09-26,12.39
Cyprus,CYP,2021-10-03,17.09
Cyprus,CYP,2021-10-10,4.82
Cyprus,CYP,2021-10-17,17.7
Cyprus,CYP,2021-10-24,14.63
Cyprus,CYP,2021-10-31,7.11
Cyprus,CYP,2021-11-07,-15.28
Cyprus,CYP,2021-11-14,21.88
Cyprus,CYP,2021-11-21,27.75
Cyprus,CYP,2021-11-28,19.07
Cyprus,CYP,2021-12-05,12.89
Cyprus,CYP,2021-12-12,3.14
Cyprus,CYP,2021-12-19,27.15
Cyprus,CYP,2021-12-26,1.51
Cyprus,CYP,2022-01-02,28.54
Cyprus,CYP,2022-01-09,27.04
Cyprus,CYP,2022-01-16,11.18
Cyprus,CYP,2022-01-23,33.74
Cyprus,CYP,2022-01-30,10.33
Cyprus,CYP,2022-02-06,21.73
Cyprus,CYP,2022-02-13,5.55
Cyprus,CYP,2022-02-20,12.76
Cyprus,CYP,2022-02-27,18.15
Cyprus,CYP,2022-03-06,-2.67
Cyprus,CYP,2022-03-13,-0.07
Cyprus,CYP,2022-03-20,14.61
Cyprus,CYP,2022-03-27,33.94
Cyprus,CYP,2022-04-03,47.03
Cyprus,CYP,2022-04-10,25.48
Cyprus,CYP,2022-04-17,-0.57
Czechia,CZE,2020-01-05,-4.29
Czechia,CZE,2020-01-12,-2.53
Czechia,CZE,2020-01-19,-7.72
Czechia,CZE,2020-01-26,-3.79
Czechia,CZE,2020-02-02,-3.45
Czechia,CZE,2020-02-09,-6.15
Czechia,CZE,2020-02-16,-5.93
Czechia,CZE,2020-02-23,-7.62
Czechia,CZE,2020-03-01,-5.92
Czechia,CZE,2020-03-08,-6.51
Czechia,CZE,2020-03-15,-3.31
Czechia,CZE,2020-03-22,0.71
Czechia,CZE,2020-03-29,2.46
Czechia,CZE,2020-04-05,5.23
Czechia,CZE,2020-04-12,3.93
Czechia,CZE,2020-04-19,0.77
Czechia,CZE,2020-04-26,-5.43
Czechia,CZE,2020-05-03,1.87
Czechia,CZE,2020-05-10,-3.22
Czechia,CZE,2020-05-17,0.08
Czechia,CZE,2020-05-24,-5.44
Czechia,CZE,2020-05-31,-6.83
Czechia,CZE,2020-06-07,6.79
Czechia,CZE,2020-06-14,-0.86
Czechia,CZE,2020-06-21,1.57
Czechia,CZE,2020-06-28,3.89
Czechia,CZE,2020-07-05,4.22
Czechia,CZE,2020-07-12,-1.57
Czechia,CZE,2020-07-19,-2.34
Czechia,CZE,2020-07-26,0.78
Czechia,CZE,2020-08-02,7.14
Czechia,CZE,2020-08-09,5.01
Czechia,CZE,2020-08-16,4.2
Czechia,CZE,2020-08-23,4.95
Czechia,CZE,2020-08-30,1.69
Czechia,CZE,2020-09-06,1.86
Czechia,CZE,2020-09-13,4.29
Czechia,CZE,2020-09-20,9.33
Czechia,CZE,2020-09-27,16.06
Czechia,CZE,2020-10-04,11.02
Czechia,CZE,2020-10-11,21.22
Czechia,CZE,2020-10-18,39.25
Czechia,CZE,2020-10-25,71.85
Czechia,CZE,2020-11-01,101.35
Czechia,CZE,2020-11-08,103.79
Czechia,CZE,2020-11-15,80.85
Czechia,CZE,2020-11-22,60.63
Czechia,CZE,2020-11-29,48.6
Czechia,CZE,2020-12-06,43.43
Czechia,CZE,2020-12-13,40.9
Czechia,CZE,2020-12-20,43.1
Czechia,CZE,2020-12-27,40.3
Czechia,CZE,2021-01-03,54.79
Czechia,CZE,2021-01-10,58.77
Czechia,CZE,2021-01-17,56.32
Czechia,CZE,2021-01-24,47.1
Czechia,CZE,2021-01-31,41.17
Czechia,CZE,2021-02-07,32.95
Czechia,CZE,2021-02-14,36.44
Czechia,CZE,2021-02-21,35.84
Czechia,CZE,2021-02-28,41.95
Czechia,CZE,2021-03-07,55.34
Czechia,CZE,2021-03-14,63.21
Czechia,CZE,2021-03-21,60.61
Czechia,CZE,2021-03-28,49.39
Czechia,CZE,2021-04-04,50.22
Czechia,CZE,2021-04-11,32.82
Czechia,CZE,2021-04-18,21.42
Czechia,CZE,2021-04-25,18.28
Czechia,CZE,2021-05-02,14.2
Czechia,CZE,2021-05-09,10.58
Czechia,CZE,2021-05-16,8.04
Czechia,CZE,2021-05-23,0.66
Czechia,CZE,2021-05-30,-4.14
Czechia,CZE,2021-06-06,-1.98
Czechia,CZE,2021-06-13,-2.3
Czechia,CZE,2021-06-20,2.02
Czechia,CZE,2021-06-27,-0.15
Czechia,CZE,2021-07-04,-6.5
Czechia,CZE,2021-07-11,-5.14
Czechia,CZE,2021-07-18,-0.73
Czechia,CZE,2021-07-25,-4.48
Czechia,CZE,2021-08-01,1.01
Czechia,CZE,2021-08-08,-8.64
Czechia,CZE,2021-08-15,-2.16
Czechia,CZE,2021-08-22,-6.15
Czechia,CZE,2021-08-29,-3.17
Czechia,CZE,2021-09-05,-0.72
Czechia,CZE,2021-09-12,2.93
Czechia,CZE,2021-09-19,5.34
Czechia,CZE,2021-09-26,2.6
Czechia,CZE,2021-10-03,-0.06
Czechia,CZE,2021-10-10,-2.17
Czechia,CZE,2021-10-17,2.34
Czechia,CZE,2021-10-24,8.51
Czechia,CZE,2021-10-31,20.3
Czechia,CZE,2021-11-07,27.35
Czechia,CZE,2021-11-14,37.69
Czechia,CZE,2021-11-21,42.1
Czechia,CZE,2021-11-28,50.76
Czechia,CZE,2021-12-05,57.82
Czechia,CZE,2021-12-12,54.9
Czechia,CZE,2021-12-19,41.26
Czechia,CZE,2021-12-26,28.83
Czechia,CZE,2022-01-02,20.26
Czechia,CZE,2022-01-09,3.5
Czechia,CZE,2022-01-16,4.69
Czechia,CZE,2022-01-23,-4.81
Czechia,CZE,2022-01-30,-4.25
Czechia,CZE,2022-02-06,5.17
Czechia,CZE,2022-02-13,4.43
Czechia,CZE,2022-02-20,0.57
Czechia,CZE,2022-02-27,-4.29
Czechia,CZE,2022-03-06,-6.15
Czechia,CZE,2022-03-13,-5.49
Czechia,CZE,2022-03-20,-5.71
Czechia,CZE,2022-03-27,2.69
Denmark,DNK,2020-01-05,-2.99
